id,name,breed,color,sex,age,weight,birthDate,bredDate,breedingDate,expectedDueDate,sire,dam,pedigree,status,notes,lambings,weights,breedings
sheep-1764818974163-283,10purple,,,ram,1 year 11 months,,2024-01-05,,,,Passion,111 sq,,sold,culled,,,
sheep-1764821185007-10,11L ram,,,ram,2 years 11 months,,2023-01-04,,,,Henry,83,,sold,culled,,,
sheep-1764818974158-91,12 ram,,,ram,1 year 9 months,,2024-03-22,,,,17K,5132J,,sold,culled,,,
sheep-1764818974160-134,12L ram,,,ram,2 years 11 months,,2023-01-04,,,,Henry,85,,sold,culled,,,
sheep-1764821185007-12,13 ram,,,ram,1 year 9 months,,2024-03-22,,,,Sheriff,99,,sold,culled,,,
sheep-1764818974161-227,13L ram,,,ram,2 years 11 months,,2023-01-06,,,,Henry,02 Shorty,,sold,culled,,,
sheep-1764818974162-268,14 ram,,,ram,1 year 9 months,,2024-03-23,,,,Sheriff,96,,sold,culled,,,
sheep-1764821185006-5,14L ram,,,ram,2 years 11 months,,2023-01-06,,,,Henry,02 Shorty,,sold,culled,,,
sheep-1764818974156-22,15 ram,,,ram,1 year 8 months,,2024-03-26,,,,17K,24L ewe,,sold,culled,,,
sheep-1764818974161-230,15K,,,Ram,5 years 9 months,,2020-03-13,,,,Pumpernickle,,,sold,,,[],
sheep-1764818974159-119,15L ram (sold),,,ram,2 years 11 months,,2023-01-08,,,,Henry,37,,sold,culled,,,
sheep-1764818974157-63,16 ram,,,ram,1 year 8 months,,2024-03-26,,,,Sheriff,83,,sold,culled,,,
sheep-1764818974158-77,16L ram,,,ram,2 years 11 months,,2023-01-05,,,,Henry,86 Popsicle,,sold,culled,,,
sheep-1764818974161-216,17 ram,,,ram,1 year 8 months,,2024-04-04,,,,17K,22L ewe (black),,sold,culled,,,
sheep-1764818974164-343,17K,,,ram,2 years 11 months,,2023-01-05,,,,Henry,88,,sold,died,,,
sheep-1764818974157-39,18 ram,,,ram,1 year 8 months,,2024-04-04,,,,17K,31L ewe,,sold,culled,,,
sheep-1764818974159-104,181l ram,,,ram,2 years 2 months,,2023-10-22,,,,Unknown,36,,sold,culled,,,
sheep-1764818974161-181,182 l ram,,,ram,2 years 2 months,,2023-10-23,,,,Unknown,79,,sold,culled,,,
sheep-1764818974161-176,183 l ram,,,ram,2 years 2 months,,2023-10-23,,,,Unknown,79,,sold,culled,,,
sheep-1764818974161-210,184 l ram,,,ram,2 years 1 months,,2023-10-24,,,,Unknown,84,,sold,culled,,,
sheep-1764818974160-152,185 l ram,,,ram,2 years 1 months,,2023-10-25,,,,Unknown,37,,sold,culled,,,
sheep-1764818974164-350,186 ram,,,ram,2 years,,2023-12-05,,,,Sheriff,43,,sold,culled,,,
sheep-1764818974162-243,187 ram,,,ram,2 years,,2023-12-05,,,,58 Sheriff,43,,sold,culled,,,
sheep-1764818974156-14,188 ram,,,ram,2 years,,2023-12-07,,,,Passion,800 Parsnip,,sold,culled,,,
sheep-1764818974159-114,189ram,,,ram,2 years,,2023-12-13,,,,Passion,46,,sold,culled,,,
sheep-1764818974157-33,18L ram,,,ram,2 years 11 months,,2023-01-08,,,,Henry,91,,sold,culled,,,
sheep-1764818974164-320,19 ram,,,ram,1 year 8 months,,2024-04-10,,,,17K,28L,,sold,culled,,,
sheep-1764818974156-7,190ram,,,ram,2 years,,2023-12-13,,,,Passion,93,,sold,culled,,,
sheep-1764818974157-47,191ram,,,ram,2 years,,2023-12-14,,,,58 Sheriff,Floppy ear,,sold,culled,,,
sheep-1764818974162-266,192ram,,,ram,2 years,,2023-12-14,,,,58 Sheriff,Floppy ear,,sold,culled,,,
sheep-1766091620415,193ram,,,ram,2 years,,2023-12-21,,,,Passion,110,,sold,culled,,,
sheep-1764818974158-74,194ram,,,ram,2 years,,2023-12-21,,,,Passion,110,,sold,culled,,,
sheep-1764818974164-322,195ram,,,ram,2 years,,2023-12-22,,,,Sheriff,5141,,sold,culled,,,
sheep-1764818974164-309,196ram,,,ram,2 years,,2023-12-23,,,,Sheriff,41 (91J),,sold,culled,,,
sheep-1764818974163-277,197ram,,,ram,2 years,,2023-12-23,,,,Sheriff,41 (91J),,sold,culled,,,
sheep-1764818974158-81,198ram,,,ram,1 year 11 months,,2023-12-24,,,,Passion,21L ewe,,sold,culled,,,
sheep-1764818974164-316,199ram,,,ram,1 year 11 months,,2023-12-24,,,,Passion,21L ewe,,sold,culled,,,
sheep-1764818974160-123,19L ram,,,ram,2 years 11 months,,2023-01-08,,,,Henry,46,,sold,culled,,,
sheep-1764818974157-34,1L ram,,,ram,2 years 11 months,,2022-12-25,,,,Henry,35 Potato,,sold,culled,,,
sheep-1764818974160-140,1purple,,,ram,2 years,,2023-12-23,,,,Passion,51K,,sold,culled,,,
sheep-1764818974158-72,200ram,,,ram,2 years,,2023-12-14,,,,58 Sheriff,21A Peanut,,sold,culled,,,
sheep-1764818974164-321,20L ram,,,ram,2 years 11 months,,2023-01-08,,,,Henry,23,,sold,culled,,,
sheep-1764818974161-206,21 purple,,,ram,11 months,,2025-01-05,,,,Sheriff,79k,,sold,culled,,,
sheep-1766088958781,21L ram,,,ram,2 years 11 months,,2023-01-09,,,,Henry,24,,sold,culled,,,
sheep-1764818974160-171,22 purple,,,ram,11 months,,2025-01-05,,,,Sheriff,79k,,sold,culled,,,
sheep-1764818974157-42,22L ram,,,ram,2 years 11 months,,2023-01-11,,,,Henry,26,,sold,culled,,,
sheep-1764818974159-103,23 purple,,,ram,11 months,,2025-01-06,,,,Sheriff,1K,,sold,culled,,,
sheep-1766086879601,23L ram,,,ram,2 years 11 months,,2023-01-11,,,,Henry,34,,sold,culled,,,
sheep-1764818974160-151,24 purple,,,ram,11 months,,2025-01-07,,,,Sheriff,25K Plum,,sold,culled,,,
sheep-1764818974162-255,24L ram,,,ram,2 years 11 months,,2023-01-11,,,,Henry,34,,sold,culled,,,
sheep-1764818974162-264,25 purple,,,ram,11 months,,2025-01-15,,,,Sheriff,40L,,sold,culled,,,
sheep-1764818974159-118,25L ram,,,ram,2 years 11 months,,2023-01-11,,,,Henry,25,,sold,culled,,,
sheep-1764818974160-174,26 purple,,,ram,11 months,,2025-01-15,,,,Sheriff,22L ewe (black),,sold,culled,,,
sheep-1764818974162-265,26L ram,,,ram,2 years 11 months,,2023-01-11,,,,Henry,25,,sold,culled,,,
sheep-1764818974161-192,27 purple,,,ram,11 months,,2025-01-18,,,,Sheriff,50,,sold,,,,
sheep-1764818974157-53,27L ram,,,ram,2 years 11 months,,2023-01-16,,,,Henry,92 Pretzel,,sold,culled,,,
sheep-1764818974158-67,28 purple,,,ram,11 months,,2025-01-18,,,,Sheriff,50,,sold,,,,
sheep-1764818974161-229,28L ram,,,ram,2 years 11 months,,2023-01-19,,,,Henry,95,,sold,culled,,,
sheep-1764821185006-3,29 Purple,,,ram,11 months,,2025-01-17,,,,Sheriff,24K (Pickles),,sold,culled,,,
sheep-1764818974156-15,29L ram,,,ram,2 years 10 months,,2023-02-01,,,,Henry,Plum (brown),,sold,culled,,,
sheep-1764818974161-212,2L ram,,,ram,2 years 11 months,,2022-12-28,,,,Henry,27,,sold,culled,,,
sheep-1764818974164-332,2purple,,,ram,1 year 11 months,,2023-12-29,,,,Passion,92 Pretzel,,sold,culled,,,
sheep-1764821074704,3 purple,,,ram,1 year 11 months,,2023-12-30,,,,Passion,34,,sold,culled,,,
sheep-1764818974163-304,30 purple,,,ram,11 months,,2025-01-13,,,,Sheriff,5132J,,sold,culled,,,
sheep-1764818974158-76,30L ram,,,ram,2 years 10 months,,2023-02-02,,,,Henry,6 Black&White,,sold,culled,,,
sheep-1764818974162-236,31 (brown),,,Ram,2 years 11 months,,2022-12-30,,,,15K,,,sold,sold,,[],
sheep-1764818974164-323,31 purple,,,ram,11 months,,2025-01-13,,,,Sheriff,24L ewe,,sold,culled,,,
sheep-1764818974157-30,31L ram,,,ram,2 years 10 months,,2023-02-08,,,,15K,41,,sold,culled,,,
sheep-1764818974161-207,32 purple,,,ram,11 months,,2025-01-18,,,,Sheriff,41 (91J),,sold,culled,,,
sheep-1764818974156-12,32L ram,,,ram,2 years 10 months,,2023-02-11,,,,15K,42,,sold,culled,,,
sheep-1764818974163-303,33 purple,,,ram,11 months,,2025-01-18,,,,Sheriff,41 (91J),,sold,,,,
sheep-1764818974164-342,33L ram (sold),,,ram,2 years 10 months,,2023-02-11,,,,Henry,45Speckles,,sold,culled,,,
sheep-1764818974162-258,34 purple,,,ram,11 months,,2025-01-15,,,,Sheriff,83,,sold,culled,,,
sheep-1764818974163-284,34 ram,,,ram,2 years 9 months,,2023-03-16,,,,15K,43,,sold,culled,,,
sheep-1764818974161-188,35 purple,,,ram,11 months,,2025-01-15,,,,Sheriff,83,,sold,culled,,,
sheep-1764818974162-253,35L ram,,,ram,2 years 9 months,,2023-03-06,,,,15K,93,,sold,culled,,,
sheep-1764818974161-196,36 L ram,,,ram,2 years 9 months,,2023-02-24,,,,15K,52,,sold,culled,,,
sheep-1764818974164-328,37 L ram,,,ram,2 years 9 months,,2023-02-24,,,,15K,52,,sold,culled,,,
sheep-1764818974162-270,37 purple,,,ram,11 months,,2025-01-12,,,,Sheriff,79,,sold,,,,
sheep-1764818974162-233,38 purple,,,ram,11 months,,2025-01-15,,,,Sheriff,31L ewe,,sold,culled,,,
sheep-1764818974163-293,38L ram,,,ram,2 years 9 months,,2023-02-27,,,,15K,927J,,sold,culled,,,
sheep-1764818974160-121,39 purple,,,ram,11 months,,2025-01-17,,,,Sheriff,54 l ewe,,sold,culled,,,
sheep-1764818974164-334,39lram,,,ram,2 years 9 months,,2023-03-09,,,,15K,Sold ewe,,sold,culled,,,
sheep-1764821185007-9,3L ram,,,ram,2 years 11 months,,2022-12-28,,,,Henry,27,,sold,culled,,,
sheep-1764818974164-313,40 purple,,,ram,11 months,,2025-01-12,,,,Sheriff,102,,sold,,,,
sheep-1764821185007-13,40L ram,,,ram,2 years 9 months,,2023-03-12,,,,Henry,Floppy ear,,sold,culled,,,
sheep-1764818974156-19,41 purple,,,ram,1 year 4 months,,2024-08-06,,,,Sheriff,27,,sold,culled,,,
sheep-1764818974158-71,41L ram,,,ram,2 years 8 months,,2023-03-24,,,,Henry,25K Plum,,sold,culled,,,
sheep-1764818974157-60,42 purple,,,ram,1 year 4 months,,2024-08-06,,,,Sheriff,27,,sold,culled,,,
sheep-1764818974157-45,42lram,,,ram,2 years 8 months,,2023-03-24,,,,Henry,24K (Pickles),,sold,culled,,,
sheep-1764818974160-166,43 ram,,,ram,1 year 4 months,,2024-08-06,,,,Sheriff,113,,sold,culled,,,
sheep-1764818974163-289,43lram,,,ram,2 years 8 months,,2023-03-25,,,,Henry,5141,,sold,culled,,,
sheep-1766092090270,44 purple,,,ram,1 year 4 months,,2024-08-06,,,,Sheriff,51J,,sold,culled,,,
sheep-1764818974157-52,44lram,,,ram,2 years 8 months,,2023-03-29,,,,Henry,49,,sold,culled,,,
sheep-1764818974162-254,45lram,,,ram,2 years 8 months,,2023-03-28,,,,15K,58 (45K),,sold,culled,,,
sheep-1764818974157-61,46 purple,,,ram,1 year 4 months,,2024-08-07,,,,Sheriff,84,,sold,culled,,,
sheep-1764818974161-180,46L ram,,,ram,2 years 8 months,,2023-03-25,,,,Henry,47,,sold,culled,,,
sheep-1764818974163-281,47 purple,,,ram,1 year 4 months,,2024-08-08,,,,Sheriff,112,,sold,culled,,,
sheep-1764818974157-31,47l ram,,,ram,2 years 8 months,,2023-04-12,,,,15K,48,,sold,culled,,,
sheep-1764818974160-155,48 purple,,,ram,1 year 4 months,,2024-08-08,,,,Sheriff,112,,sold,culled,,,
sheep-1764818974160-157,49lram,,,ram,2 years 3 months,,2023-09-22,,,,Passion,02 Shorty,,sold,culled,,,
sheep-1764818974164-318,4L ram,,,ram,2 years 11 months,,2022-12-29,,,,Henry,800 Parsnip,,sold,culled,,,
sheep-1764818974158-73,4purple,,,ram,1 year 11 months,,2023-12-30,,,,Passion,25K Plum,,sold,culled,,,
sheep-1764818974164-354,50 purple,,,ram,1 year 3 months,,2024-09-07,,,,Sheriff,43,,sold,culled,,,
sheep-1764818974158-66,50lram,,,ram,2 years 3 months,,2023-09-22,,,,Passion,02 Shorty,,sold,culled,,,
sheep-1764818974162-257,51 purple,,,ram,1 year 4 months,,2024-08-08,,,,Sheriff,111,,sold,culled,,,
sheep-1764818974161-186,51lram,,,ram,2 years 3 months,,2023-09-21,,,,Passion,85,,sold,culled,,,
sheep-1764818974162-249,52Lram,,,ram,2 years 2 months,,2023-09-25,,,,Passion,808 Chunky,,sold,culled,,,
sheep-1764818974162-263,53 purple,,,ram,1 year 2 months,,2024-09-25,,,,Sheriff,800 Parsnip,,sold,culled,,,
sheep-1764818974159-97,53l ram,,,ram,2 years 3 months,,2023-09-23,,,,Passion,80 Spots,,sold,culled,,,
sheep-1764818974164-337,54 purple,,,ram,1 year,,2024-12-16,,,,Sheriff,86 Popsicle,,sold,,,,
sheep-1764818974161-223,54L ram,,,ram,2 years 3 months,,2023-09-23,,,,Passion,87,,sold,culled,,,
sheep-1764818974164-319,55 purple,,,ram,1 year,,2024-12-16,,,,Sheriff,86 Popsicle,,sold,culled,,,
sheep-1764818974159-117,55L ram,,,ram,2 years 3 months,,2023-09-23,,,,Passion,87,,sold,culled,,,
sheep-1764818974164-325,56 purple,,,ram,1 year,,2024-12-22,,,,Sheriff,02 Shorty,,sold,culled,,,
sheep-1764818974157-43,56L ram,,,ram,2 years 2 months,,2023-09-29,,,,Passion,74,,sold,culled,,,
sheep-1764818974164-307,57 purple,,,ram,11 months,,2024-12-30,,,,Sheriff,80k,,sold,culled,,,
sheep-1764818974161-226,57L ram,,,ram,2 years 2 months,,2023-09-29,,,,Passion,97,,sold,culled,,,
sheep-1764818974160-133,58 purple,,,ram,11 months,,2025-01-04,,,,Sheriff,117,,sold,culled,,,
sheep-1764818974162-247,58L ram Splinty,,,ram,2 years 2 months,,2023-10-01,,,,Passion,69,,sold,culled,,,
sheep-1764818974162-260,59 purple,,,ram,11 months,,2025-01-04,,,,Sheriff,117,,sold,,,,
sheep-1764818974162-275,59l ram,,,ram,2 years 2 months,,2023-10-03,,,,Passion,72K,,sold,culled,,,
sheep-1764818974161-208,5L ram,,,ram,2 years 11 months,,2022-12-29,,,,Henry,800 Parsnip,,sold,culled,,,
sheep-1764821185006-4,5purple,,,ram,1 year 11 months,,2023-12-30,,,,Passion,25K Plum,,sold,culled,,,
sheep-1764818974158-70,6 purple,,,ram,1 year 11 months,,2023-12-30,,,,Passion,57 Popcorn,,sold,culled,,,
sheep-1764818974159-116,60 purple,,,ram,11 months,,2025-01-08,,,,Sheriff,118,,sold,,,,
sheep-1764818974158-65,60l ram,,,ram,2 years 2 months,,2023-10-20,,,,Unknown,24,,sold,culled,,,
sheep-1764818974155-4,6L ram,,,ram,2 years 11 months,,2022-12-29,,,,Henry,28 Culled,,sold,culled,,,
sheep-1764818974161-191,7L ram,,,ram,2 years 11 months,,2022-12-31,,,,Henry,79,,sold,culled,,,
sheep-1764818974163-300,7purple,,,ram,1 year 11 months,,2023-12-30,,,,17K,22 (round),,sold,culled,,,
sheep-1764818974157-36,81 gray,,,ram,10 months,,2025-02-13,,,,Sheriff,128L,,sold,,,,
sheep-1764818974163-299,82 gray,,,ram,10 months,,2025-01-29,,,,Sheriff,Tagless,,sold,,,,
sheep-1764818974159-100,8purple,,,ram,1 year 11 months,,2023-12-30,,,,17K,22 (round),,sold,culled,,,
sheep-1764818974162-241,9L ram,,,ram,2 years 11 months,,2023-01-03,,,,Henry,22 Round ( l...,,sold,culled,,,
sheep-1764818974163-301,Henry,,,ram,4 years 11 months,,2020-12-30,,,,,,,sold,sold,,,
sheep-1764818974159-113,Passion,,,ram,2 years 11 months,,2022-12-30,,,,,,,sold,sold,,,
sheep-1764818974162-252,Pete,,,ram,,,,,,,,,,sold,sold,,,
sheep-1764818974157-44,16 pink,,White with Red Speckles,Ewe,1 year 2 months,110,2024-09-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,800 Parsnip,,to-be-culled,No Shed,,"[{""date"":""2025-12-18"",""weight"":110}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-357,137,Katahdin,White,Ewe,3 months,120,2025-09-03,,,,31 (brown),118,,,No Shed,,"[{""date"":""2025-12-18"",""weight"":120}]",
sheep-1764818974159-108,138,Katahdin,Med Brown,Ewe,3 months,170,2025-09-05,,,,31 (brown),25K Plum,,,,,"[{""date"":""2025-12-18"",""weight"":170}]",
